,1
208,"['현대사회', '커뮤니케이션', '영역', '발전', '정부', '기업', '단체', '공중', '상대', '조직체', '커뮤니케이션', '존재', '조직체', '공중', '장기', '우호', '관계', '노력', '커뮤니케이션', '커뮤니케이션', '인류', '발달사', '중요', '부분', '하나', '우리', '상호작용', '자신', '분야', '이론', '근거', '설득', '창의', '메시지', '중요', '학생', '크리에이티브', '제안서', '기획', '능력', '향상', '광고', '홍보', '분야', '마케팅', '분야', '아이디어', '제안서', '작성', '창의', '캠페인', '전략', '기획', '섹션', '구성', '크리에이티브', '제안서', '커뮤니케이션', '이론', '분석', '전략', '기획', '전달', '대부분', '사람', '설득', '창의', '메시지', '노력', '생각', '전달', '설득', '메시지', '사람', '독창', '재능', '생각', '커뮤니케이션', '맥락', '설득', '메시지', '우연', '아이디어', '노력', '전략', '개발', '결과물', '자신', '직관', '시장', '소비자', '공중', '철저', '자료', '조사', '바탕', '과학', '분석', '경험', '아이디어', '바탕', '설득', '크리에이티브', '메시지', '감안', '원격수업', '진행', '필요', '진행', '효과', '통합', '마케팅', '커뮤니케이션', '파악', '다양', '커뮤니케이션', '설득', '이론', '자사', '시장', '파악', '이해', '다양', '소비자', '세분', '크리에이티브', '제안서', '컨셉', '도출', '다양한매체', '활용', '메시지', '전달', '전략', '미션', '기획', '작성', '다양', '청중', '프레젠테이션', '결과물', '발표', '대면', '시대', '준비', '실시간', '화상', '프레젠테이션']"
209,"['현대', '근대', '신분', '예속', '지배', '자유', '개인', '근대', '민주주의', '실현', '정치', '자유', '인권', '획득', '과학', '기술', '자본주의', '발전', '생산력', '향상', '문명', '혜택', '인류', '성취', '현대', '성취', '숙제', '인류', '개인', '자유', '확장', '공동체', '가치', '경시', '자본주의', '발전', '빈부', '격차', '과학', '기술', '오늘날', '바이러스', '기후', '위기', '자연', '파괴', '현대사회', '비판', '이해', '도모', '바탕', '창의', '대안', '모색', '중점', '학생', '개인', '공동체', '관계', '이해', '시민', '공동체', '책임', '민주', '시민', '자질', '자본주의', '경제', '비판', '이해', '이윤', '추구', '대안', '사회', '가치', '모색', '기후', '환경', '위기', '인식', '극복', '실천', '방안', '탐색', '현대', '이전', '시대', '근본', '시대', '등장', '시대', '민주주의', '발전', '경제', '성장', '성취', '한편', '공동체', '위기', '환경', '파괴', '문제', '야기', '현대', '성취', '무시', '위기', '현대사회', '문제', '비판', '인식', '문제', '극복', '대안', '학생', '모색', '학생', '현장', '사회', '기여', '이용', '실시간', '여부', '비율', '수강', '의견', '존중', '결정', '예정']"
210,"['영어', '전용', '영어', '전용']"
211,"['강좌', '케이팝', '쓰기', '능력', '향상', '한국', '문화', '이해', '목적', '언어', '케이팝', '가사', '이해', '오늘날', '한국', '문화', '이해', '선행', '케이팝', '한국', '문화', '토대', '한국어', '강좌', '케이팝', '한국어', '쓰기', '능력', '향상', '한국', '문화', '이해', '목적', '시간', '케이팝', '어휘', '표현', '케이팝', '가사', '한국', '문화', '이해', '자신', '견해', '활동', '위주', '운영', '듣기', '배경', '지식', '활성', '케이팝', '흥미', '도모', '최신', '자료', '제공', '가사', '어휘', '표현', '가사', '한국', '문화', '이해', '듣기', '가사', '주제', '내용', '한국', '문화', '자신', '생각', '심화', '표현', '활동', '제시', '활동', '자기', '성찰', '동료', '교사', '피드백', '진행']"
212,"['세계', '젊은이', '사랑', '케이팝', '노래', '가사', '한국어', '표현', '가사', '한국인', '정서', '문화', '이해', '이해', '쓰기', '통합', '한국어', '능력', '향상', '가사', '내용', '이해', '가사', '단어', '문법', '본래', '기능', '규칙', '실제', '생활', '가운데', '실시간', '실시간']"
213,"['강좌', '케이팝', '한국', '문화', '케이팝', '한국어', '개설', '강좌', '케이팝', '가사', '해석', '한국어', '어휘', '표현', '한국', '정서', '구성', '바탕', '한국어', '의사소통', '궁극', '녹화강의', '실시간', '화상', '진행', '예정']"
214,"['한국어', '외국인', '유학생', '한국어', '쓰기', '능력', '균형', '향상', '목적', '대학생활', '필요', '한국어', '어휘', '표현', '제시', '한국어', '지문', '독해', '능력', '지문', '이해', '어휘', '표현', '글쓰기', '활용', '한국어', '글쓰기', '필요', '한국어', '문장', '구성', '대학', '생활', '필요', '기초', '글쓰기', '방법', '단원', '주제', '유학', '한국', '사회문화', '대학', '기초', '교양', '지식', '외국인', '유학생', '한국어', '쓰기', '능력', '균형', '향상', '대학생활', '필요', '한국어', '어휘', '표현', '제시', '한국어', '지문', '독해', '능력', '지문', '이해', '어휘', '표현', '글쓰기', '활용']"
215,"['중급', '이상', '한국어', '대상', '대학', '수강', '필요', '듣기', '능력', '발전', '유학', '학업', '필요', '교양', '지식', '전략', '한국어', '능력', '학업', '능력', '발전', '도움', '구성', '진행', '교재', '하루', '전날', '시스템', '파일', '강의안', '업로드', '학생', '강의안', '다운로드', '준비', '대학', '수강', '필요', '한국어', '능력', '발전', '학문', '목적', '한국어', '강좌', '유학', '학업', '필요', '교양', '지식', '전략']"
216,"['강좌', '외국인', '학생', '대학', '수강', '과정', '필요', '한국어', '능력', '수강', '어려움', '해소', '한국어', '중심', '체득', '효과', '수강', '능력', '강좌', '대학', '시간', '과정', '요구', '듣기', '능력', '신장', '중점', '대학', '수강', '과정', '필요', '한국어', '중심', '전략', '습득', '듣기', '능력', '대학', '수강', '의사소통', '실시간', '화상', '사회', '거리', '두기', '단계', '실시', '대면', '공지']"
217,"['강좌', '외국인', '학생', '한국어', '글쓰기', '실력', '한국', '문화', '이해', '목적', '개설', '한국어', '맞춤법', '어문', '규정', '실제', '쓰기', '연습', '한국', '생활', '공부', '필요', '의사소통', '능력', '개발', '한국', '문화', '이해', '그것', '자신', '생각', '표현', '중심', '운영', '조별', '토의', '작문', '실습', '병행', '이론', '글쓰기', '실제', '훈련', '기회', '자료', '시간', '한양대학교', '파일', '제공']"
218,"['강좌', '외국인', '유학', '쓰기', '능력', '향상', '개설', '요구', '자기', '표현', '내용', '파악', '자료', '이해', '프레젠테이션', '기말', '답안', '작성', '보고서', '작성', '실질', '차원', '이해', '그것', '내용', '구성', '이것', '결국', '강좌', '유학생', '커뮤니케이션', '능력', '향상', '전반', '만족도', '결과', '기대', '의미', '한국어', '텍스트', '문장', '표현', '능력', '과정', '글쓰기능력', '함양', '목적', '장르', '담화', '구조', '이해', '지식', '글쓰기', '적용', '연습', '대학', '요구', '학문', '목적', '글쓰기', '특징', '이해', '학술', '에세이', '작성', '능력', '배양', '필요', '글쓰기능력', '함양', '실시간', '화상', '회의', '선택', '실시', '예정']"
219,"['강좌', '외국인', '학생', '쓰기', '능력', '향상', '개설', '대학', '필요', '내용', '파악', '프레젠테이션', '답안', '작성', '보고서', '기획', '다양', '종류', '텍스트', '형식', '활동', '구성', '활동', '궁극', '학생', '자신', '자신감', '적극', '표현', '녹화강의', '실시간', '화상', '진행', '예정', '자료', '시간', '한양대학교', '시스템', '업로드', '예정', '준비']"
220,"['외국인', '학생', '한국어', '실력', '한국', '문화', '이해', '목적', '개설', '과제', '활동', '자연', '한국어', '발음', '문장', '의미', '억양', '일상', '구어', '표현', '이해', '자신', '생각', '효과', '표현', '한국', '생활', '공부', '필요', '의사소통', '능력', '향상', '주제', '한국', '문화', '소개', '한국어', '이해', '구체', '한국어', '자유', '실질', '도움', '중급', '이상', '한국어', '대상', '대학생활', '필요', '듣기', '능력', '학문', '목적', '학업', '필요', '교양', '지식', '일상', '생활', '필요', '구어', '소통', '능력', '집중', '향상', '다양', '의사소통', '한국어', '자연', '자유', '구사', '운영', '중심', '이론', '실제', '훈련', '기회']"
221,"['외국인', '학생', '한국어', '실력', '한국', '문화', '이해', '목적', '개설', '과제', '활동', '자연', '한국어', '발음', '문장', '의미', '억양', '일상', '구어', '표현', '이해', '자신', '생각', '효과', '표현', '한국', '생활', '공부', '필요', '의사소통', '능력', '향상', '주제', '한국', '문화', '소개', '한국어', '이해', '구체', '한국어', '자유', '실질', '도움', '초급', '과정', '한국어', '능력', '취득', '외국인', '대상', '한국어', '듣기', '능력', '향상', '정확', '유창', '의사소통', '대학생활', '한국', '생활', '표현', '어휘', '자신', '의견', '초급', '확장', '정확', '어휘', '전달', '담화', '구조', '표현', '사람', '자유', '발표', '전달', '실시간', '화상', '사회', '거리', '두기', '단계', '실시', '대면', '공지']"
222,"['외국인', '학생', '한국어', '실력', '한국', '문화', '이해', '목적', '개설', '과제', '활동', '자연', '한국어', '발음', '문장', '의미', '억양', '일상', '구어', '표현', '이해', '자신', '생각', '효과', '표현', '한국', '생활', '공부', '필요', '의사소통', '능력', '향상', '주제', '한국', '문화', '소개', '한국어', '이해', '구체', '한국어', '자유', '실질', '도움', '자기', '생각', '표현', '능력', '과거', '시대', '중요', '미래', '중요', '강좌', '창의', '논리', '사고', '표현', '강조', '시대', '추세', '학문', '목적', '유학', '의사소통', '문법', '기초', '실제', '효율', '유학생', '한국어', '음성', '파일', '기회', '대화', '능력', '자료', '파일', '첨부', '녹화강의', '진행', '정도', '화상', '진행', '예정']"
223,"['한국어', '외국인', '유학생', '한국어', '쓰기', '능력', '균형', '향상', '목적', '대학생활', '필요', '한국어', '어휘', '표현', '제시', '한국어', '지문', '독해', '능력', '지문', '이해', '어휘', '표현', '글쓰기', '활용', '한국어', '글쓰기', '필요', '한국어', '문장', '구성', '대학', '생활', '필요', '기초', '글쓰기', '방법', '단원', '주제', '유학', '한국', '사회문화', '대학', '기초', '교양', '지식', '외국인', '유학생', '한국어', '쓰기', '능력', '균형', '향상', '대학생활', '필요', '한국어', '어휘', '표현', '제시', '한국어', '지문', '독해', '능력', '지문', '이해', '어휘', '표현', '글쓰기', '활용']"
224,"['한국어', '외국인', '유학생', '한국어', '쓰기', '능력', '균형', '향상', '목적', '대학생활', '필요', '한국어', '어휘', '표현', '제시', '한국어', '지문', '독해', '능력', '지문', '이해', '어휘', '표현', '글쓰기', '활용', '한국어', '글쓰기', '필요', '한국어', '문장', '구성', '대학', '생활', '필요', '기초', '글쓰기', '방법', '단원', '주제', '유학', '한국', '사회문화', '대학', '기초', '교양', '지식', '구성', '진행', '교재', '하루', '전날', '시스템', '파일', '강의안', '업로드', '학생', '강의안', '다운로드', '준비', '외국인', '유학생', '한국어', '쓰기', '능력', '균형', '향상', '대학생활', '필요', '한국어', '어휘', '표현', '제시', '한국어', '지문', '독해', '능력', '지문', '이해', '어휘', '표현', '글쓰기', '활용', '구성', '진행', '교재', '하루', '전날', '시스템', '파일', '강의안', '업로드', '학생', '강의안', '다운로드', '준비']"
